Job_ID,Submit_Time,Start_Time,End_Time,Requested_CPUs,Used_CPUs,Requested_Memory(MB),Used_Memory(MB),Execution_Time(Seconds),Queue_Wait_Time(Seconds),User_ID,Job_Type,Priority_Level,Node_Count,Interarrival_Time
JOB_00877,2024-02-14 00:12:00,2024-02-14 00:21:23,2024-02-14 00:34:05,4,3,16089,14800,762.0544155068063,563,User_70,interactive,low,2,10
JOB_00878,2024-02-12 07:31:00,2024-02-12 07:40:10,2024-02-12 07:54:40,4,3,20958,20195,870.5747212490858,550,User_63,interactive,medium,1,17
JOB_00879,2024-02-09 15:31:00,2024-02-09 15:37:36,2024-02-09 15:52:40,1,1,15449,14241,904.1763418842921,396,User_45,batch,low,2,11
JOB_00880,2024-03-07 12:57:00,2024-03-07 13:06:40,2024-03-07 13:24:20,16,14,14135,13576,1060.0066045579993,580,User_73,batch,low,1,7
JOB_00881,2024-02-23 22:16:00,2024-02-23 22:22:25,2024-02-23 22:34:14,4,3,9055,8892,709.2181995607204,385,User_65,batch,medium,1,2
JOB_00882,2024-01-25 10:19:00,2024-01-25 10:22:51,2024-01-25 10:39:11,2,1,21513,21159,980.7319477084305,231,User_42,interactive,medium,2,13
JOB_00883,2024-01-30 08:05:00,2024-01-30 08:07:23,2024-01-30 08:38:22,8,6,26710,24524,1859.0036159289964,143,User_50,batch,medium,8,6
JOB_00884,2024-01-23 08:17:00,2024-01-23 08:26:43,2024-01-23 08:54:20,2,1,29433,28812,1657.728511632634,583,User_35,batch,low,1,3
JOB_00885,2024-01-08 21:19:00,2024-01-08 21:28:00,2024-01-08 21:48:56,4,3,30533,26417,1256.3364868492997,540,User_24,interactive,high,4,16
JOB_00886,2024-01-26 09:19:00,2024-01-26 09:26:57,2024-01-26 09:45:00,1,1,16534,14306,1083.659235035633,477,User_4,batch,low,1,11
JOB_00887,2024-02-11 00:47:00,2024-02-11 00:53:38,2024-02-11 00:59:54,8,6,6107,5693,376.2738774006788,398,User_41,interactive,medium,1,27
JOB_00888,2024-01-23 04:43:00,2024-01-23 04:49:19,2024-01-23 05:00:02,2,1,9840,9326,643.4906773637362,379,User_77,batch,low,1,1
JOB_00889,2024-03-09 07:26:00,2024-03-09 07:32:03,2024-03-09 07:45:52,4,3,13341,11646,829.3392523656579,363,User_29,batch,medium,1,10
JOB_00890,2024-02-12 07:10:00,2024-02-12 07:15:31,2024-02-12 07:27:07,2,1,3199,2945,696.6517564478246,331,User_4,batch,medium,8,2
JOB_00891,2024-02-21 20:51:00,2024-02-21 20:53:53,2024-02-21 21:04:19,4,3,12365,10685,626.5557150392715,173,User_100,interactive,low,2,23
JOB_00892,2024-02-25 13:17:00,2024-02-25 13:24:46,2024-02-25 14:06:17,8,7,32164,30244,2491.077149830064,466,User_36,MPI,low,1,1
JOB_00893,2024-03-01 19:40:00,2024-03-01 19:41:25,2024-03-01 20:35:10,2,1,26678,26098,3225.3031946526153,85,User_8,MPI,low,16,10
JOB_00894,2024-02-04 11:54:00,2024-02-04 11:58:56,2024-02-04 12:32:37,4,3,29151,28003,2021.0956531778977,296,User_61,batch,high,8,15
JOB_00895,2024-01-31 14:52:00,2024-01-31 14:58:09,2024-01-31 15:19:20,2,1,27952,25345,1271.7612207072493,369,User_68,interactive,medium,4,4
JOB_00896,2024-01-03 14:41:00,2024-01-03 14:45:52,2024-01-03 15:18:44,8,7,26145,26120,1972.7853326416835,292,User_46,batch,high,8,30
JOB_00897,2024-02-14 23:49:00,2024-02-14 23:54:24,2024-02-15 00:16:00,2,1,22632,21487,1296.62928553421,324,User_99,batch,medium,1,19
JOB_00898,2024-01-30 14:00:00,2024-01-30 14:01:12,2024-01-30 14:32:29,8,7,18603,18087,1877.0553529092165,72,User_75,MPI,medium,4,3
JOB_00899,2024-01-17 13:14:00,2024-01-17 13:23:15,2024-01-17 13:53:27,8,7,31218,29671,1812.1108285328496,555,User_30,batch,medium,2,0
JOB_00900,2024-02-14 09:04:00,2024-02-14 09:10:15,2024-02-14 09:21:06,2,1,3093,3088,651.2641228391279,375,User_21,batch,medium,8,3
JOB_00901,2024-01-20 07:22:00,2024-01-20 07:29:23,2024-01-20 07:39:40,2,1,4382,4264,617.7189316522321,443,User_13,batch,low,4,3
JOB_00902,2024-02-02 07:07:00,2024-02-02 07:13:15,2024-02-02 07:32:00,2,1,19846,18415,1125.3448125048733,375,User_32,batch,high,1,22
JOB_00903,2024-01-24 12:22:00,2024-01-24 12:27:15,2024-01-24 12:41:56,8,7,9832,8898,881.423437551463,315,User_85,batch,medium,4,34
JOB_00904,2024-01-31 23:28:00,2024-01-31 23:36:20,2024-01-31 23:40:37,2,1,5268,5016,257.99216562628163,500,User_31,interactive,medium,1,0
JOB_00905,2024-01-26 10:55:00,2024-01-26 10:57:54,2024-01-26 11:17:48,4,3,20751,19475,1194.769734657694,174,User_35,batch,high,1,6
JOB_00906,2024-02-24 06:19:00,2024-02-24 06:24:58,2024-02-24 06:33:13,8,6,2835,2677,495.1939607310202,358,User_69,MPI,high,1,7
JOB_00907,2024-03-04 19:45:00,2024-03-04 19:48:03,2024-03-04 20:38:46,2,1,32042,28884,3043.2972913935137,183,User_95,MPI,low,8,0
JOB_00908,2024-01-26 03:31:00,2024-01-26 03:36:15,2024-01-26 03:54:29,4,3,17579,16072,1094.6384167200886,315,User_8,batch,low,1,4
JOB_00909,2024-02-20 14:08:00,2024-02-20 14:09:46,2024-02-20 14:32:05,2,1,21550,20121,1339.5929411354268,106,User_98,batch,low,2,3
JOB_00910,2024-01-01 22:10:00,2024-01-01 22:18:42,2024-01-01 22:34:53,1,1,18033,17598,971.3088601079908,522,User_29,batch,low,1,7
JOB_00911,2024-02-17 00:35:00,2024-02-17 00:41:49,2024-02-17 00:57:19,8,7,6930,6683,930.2824218379843,409,User_74,interactive,medium,16,10
JOB_00912,2024-01-18 09:22:00,2024-01-18 09:25:02,2024-01-18 09:34:53,1,1,9007,7816,591.2252669968485,182,User_50,batch,medium,1,12
JOB_00913,2024-01-08 19:01:00,2024-01-08 19:02:30,2024-01-08 19:09:36,2,1,5087,4511,426.6611531956171,90,User_46,interactive,medium,4,1
JOB_00914,2024-01-22 23:15:00,2024-01-22 23:16:54,2024-01-22 23:38:07,8,7,11470,9795,1273.8262934291104,114,User_23,batch,medium,8,16
JOB_00915,2024-03-06 13:01:00,2024-03-06 13:04:32,2024-03-06 13:10:44,2,1,9668,8229,372.8521097489879,212,User_23,interactive,medium,2,11
JOB_00916,2024-02-06 23:51:00,2024-02-06 23:59:35,2024-02-07 00:16:36,32,31,10634,9396,1021.6724571098055,515,User_31,batch,medium,1,21
JOB_00917,2024-02-14 11:18:00,2024-02-14 11:23:45,2024-02-14 11:43:33,32,31,9166,8890,1188.5392804560574,345,User_76,batch,medium,4,5
JOB_00918,2024-02-20 12:48:00,2024-02-20 12:49:35,2024-02-20 13:39:24,2,1,32668,32201,2989.2706076564755,95,User_41,MPI,medium,8,22
JOB_00919,2024-03-10 00:14:00,2024-03-10 00:19:15,2024-03-10 00:24:01,1,1,1777,1614,286.6869526907344,315,User_95,interactive,high,4,20
JOB_00920,2024-01-22 20:59:00,2024-01-22 21:02:57,2024-01-22 21:17:10,4,3,12588,11763,853.2284964194793,237,User_90,batch,medium,1,5
JOB_00921,2024-03-03 20:39:00,2024-03-03 20:44:13,2024-03-03 21:03:44,2,1,7875,7527,1171.455463038681,313,User_46,MPI,medium,8,4
JOB_00922,2024-02-13 08:02:00,2024-02-13 08:11:27,2024-02-13 08:19:26,1,1,6128,6084,479.70921655687357,567,User_76,batch,medium,1,27
JOB_00923,2024-02-28 18:59:00,2024-02-28 19:00:20,2024-02-28 19:38:18,4,3,28323,27953,2278.906763482844,80,User_4,MPI,medium,2,12
JOB_00924,2024-03-05 19:02:00,2024-03-05 19:04:14,2024-03-05 19:23:59,1,1,24751,21250,1185.6734395293395,134,User_91,interactive,low,4,26
JOB_00925,2024-02-14 16:12:00,2024-02-14 16:20:39,2024-02-14 16:37:49,8,7,16214,14385,1030.3314396531882,519,User_90,batch,high,1,15
JOB_00926,2024-02-10 19:03:00,2024-02-10 19:06:57,2024-02-10 19:31:48,1,1,24334,20863,1491.1829881665453,237,User_46,batch,medium,4,9
JOB_00927,2024-01-02 13:40:00,2024-01-02 13:47:21,2024-01-02 14:03:35,1,1,14445,13614,974.5815810516577,441,User_73,batch,low,2,1
JOB_00928,2024-01-09 11:16:00,2024-01-09 11:17:36,2024-01-09 11:38:05,1,1,24235,23182,1229.6256357700934,96,User_73,interactive,medium,8,3
JOB_00929,2024-01-27 18:46:00,2024-01-27 18:48:59,2024-01-27 19:00:28,16,14,12226,10957,689.7067302684161,179,User_19,interactive,medium,1,34
JOB_00930,2024-01-21 04:05:00,2024-01-21 04:06:00,2024-01-21 04:21:41,4,3,12127,11861,941.8711920186963,60,User_73,batch,medium,2,3
JOB_00931,2024-02-06 19:25:00,2024-02-06 19:31:10,2024-02-06 19:45:42,8,7,10441,9584,872.7896334280499,370,User_25,batch,medium,4,0
JOB_00932,2024-03-03 23:13:00,2024-03-03 23:17:27,2024-03-03 23:33:47,2,1,9383,9380,980.7617916817949,267,User_64,MPI,low,1,12
JOB_00933,2024-01-23 03:30:00,2024-01-23 03:33:33,2024-01-23 03:40:31,2,1,4709,4002,418.2324017979732,213,User_70,GPU,low,1,13
JOB_00934,2024-01-28 20:55:00,2024-01-28 21:01:14,2024-01-28 21:26:18,2,1,25685,22254,1504.5499523350127,374,User_40,interactive,medium,16,3
JOB_00935,2024-03-01 10:26:00,2024-03-01 10:32:06,2024-03-01 10:43:27,2,1,10893,9752,681.0678105932024,366,User_23,batch,medium,1,3
JOB_00936,2024-02-22 22:25:00,2024-02-22 22:34:23,2024-02-22 23:06:14,4,3,19390,16555,1911.8611260758364,563,User_63,batch,high,16,6
JOB_00937,2024-02-03 14:08:00,2024-02-03 14:17:39,2024-02-03 14:25:37,4,3,5968,5773,478.4161349071768,579,User_5,batch,medium,1,0
JOB_00938,2024-02-13 01:51:00,2024-02-13 01:53:36,2024-02-13 02:28:30,2,1,25300,21705,2094.452759166179,156,User_12,MPI,medium,1,15
JOB_00939,2024-02-20 09:04:00,2024-02-20 09:13:09,2024-02-20 09:33:47,16,13,16434,15815,1238.5037648087286,549,User_8,batch,medium,4,3
JOB_00940,2024-02-18 07:48:00,2024-02-18 07:49:06,2024-02-18 08:01:22,1,1,16495,14150,736.5579414832204,66,User_30,interactive,medium,2,19
JOB_00941,2024-02-01 06:56:00,2024-02-01 06:57:11,2024-02-01 07:11:27,16,14,10702,9502,856.8256772931965,71,User_78,batch,medium,2,16
JOB_00942,2024-02-08 17:31:00,2024-02-08 17:40:33,2024-02-08 17:58:01,1,1,25599,24989,1048.388407241938,573,User_29,interactive,high,2,10
JOB_00943,2024-03-08 21:31:00,2024-03-08 21:37:48,2024-03-08 21:48:57,2,1,9657,9586,669.079899868191,408,User_3,interactive,medium,4,3
JOB_00944,2024-02-20 02:20:00,2024-02-20 02:21:06,2024-02-20 02:37:39,2,1,9486,8652,993.1720625302954,66,User_68,MPI,medium,1,7
JOB_00945,2024-01-31 02:37:00,2024-01-31 02:46:19,2024-01-31 03:02:43,2,1,14912,14844,984.5262431789276,559,User_62,batch,low,2,5
JOB_00946,2024-02-02 00:32:00,2024-02-02 00:40:54,2024-02-02 00:59:23,4,3,17751,16757,1109.0384840318604,534,User_1,batch,high,1,4
JOB_00947,2024-03-04 23:24:00,2024-03-04 23:33:43,2024-03-05 00:00:06,2,1,26806,24457,1583.8745089224485,583,User_43,batch,medium,2,18
JOB_00948,2024-02-11 07:13:00,2024-02-11 07:14:56,2024-02-11 07:56:16,2,1,32246,31292,2480.0197373938986,116,User_79,MPI,low,1,6
JOB_00949,2024-01-25 15:49:00,2024-01-25 15:53:52,2024-01-25 16:19:59,4,3,17227,15406,1567.7174168333856,292,User_26,MPI,high,1,17
JOB_00950,2024-01-28 21:49:00,2024-01-28 21:50:29,2024-01-28 21:56:46,4,3,4105,3652,377.65253127256835,89,User_17,interactive,medium,2,1
JOB_00951,2024-01-23 21:11:00,2024-01-23 21:18:06,2024-01-23 21:35:00,8,7,24045,22806,1014.2936381669201,426,User_44,interactive,high,1,1
JOB_00952,2024-01-21 23:37:00,2024-01-21 23:38:55,2024-01-21 23:46:49,2,1,10473,9515,474.7127030717227,115,User_92,interactive,medium,1,37
JOB_00953,2024-01-11 23:34:00,2024-01-11 23:35:09,2024-01-11 23:52:55,4,3,16681,14518,1066.4521052221087,69,User_23,batch,medium,2,8
JOB_00954,2024-03-06 15:40:00,2024-03-06 15:43:26,2024-03-06 15:53:10,4,3,3315,2851,584.9887411949804,206,User_42,MPI,medium,2,7
JOB_00955,2024-01-18 12:42:00,2024-01-18 12:49:03,2024-01-18 12:59:49,2,1,2556,2474,646.0476193838992,423,User_8,batch,medium,8,7
JOB_00956,2024-01-29 17:19:00,2024-01-29 17:24:12,2024-01-29 17:53:00,2,1,29022,27611,1728.0754542601917,312,User_3,batch,low,2,2
JOB_00957,2024-01-11 21:10:00,2024-01-11 21:15:12,2024-01-11 21:20:43,2,1,5386,4910,331.46134356648105,312,User_19,interactive,high,1,12
JOB_00958,2024-03-08 14:50:00,2024-03-08 14:58:22,2024-03-08 15:16:57,1,1,19061,18764,1115.362760824449,502,User_76,batch,high,2,0
JOB_00959,2024-02-18 18:36:00,2024-02-18 18:42:39,2024-02-18 18:58:43,2,1,17039,15533,964.6192509134854,399,User_91,batch,low,1,8
JOB_00960,2024-03-10 09:01:00,2024-03-10 09:10:35,2024-03-10 09:18:31,1,1,6012,5750,476.95996927420515,575,User_19,interactive,medium,4,8
JOB_00961,2024-03-03 19:41:00,2024-03-03 19:47:52,2024-03-03 20:08:42,4,3,7368,7267,1250.5831550236628,412,User_100,batch,low,16,24
JOB_00962,2024-01-17 20:27:00,2024-01-17 20:33:22,2024-01-17 20:41:23,4,3,9454,9228,481.45949605785177,382,User_15,interactive,medium,2,7
JOB_00963,2024-01-18 10:25:00,2024-01-18 10:28:19,2024-01-18 10:47:52,16,14,16717,15491,1173.868761673281,199,User_68,batch,low,2,1
JOB_00964,2024-01-20 16:41:00,2024-01-20 16:49:24,2024-01-20 16:59:58,4,3,10130,9644,634.5752990492847,504,User_47,batch,medium,1,8
JOB_00965,2024-03-08 05:30:00,2024-03-08 05:32:34,2024-03-08 05:38:22,1,1,2462,2245,348.6104068122582,154,User_10,batch,low,2,0
JOB_00966,2024-02-14 01:44:00,2024-02-14 01:51:59,2024-02-14 02:18:34,8,7,20424,19343,1595.0092328702199,479,User_48,batch,low,8,2
JOB_00967,2024-01-26 04:01:00,2024-01-26 04:10:33,2024-01-26 04:21:56,8,7,15843,14078,683.6142116780584,573,User_91,interactive,medium,1,0
JOB_00968,2024-03-06 22:52:00,2024-03-06 22:55:29,2024-03-06 23:08:57,2,1,10676,9770,808.0593484198791,209,User_85,batch,high,1,7
JOB_00969,2024-02-23 15:58:00,2024-02-23 16:04:50,2024-02-23 16:20:31,4,3,25574,22541,941.5433676492253,410,User_51,interactive,medium,2,0
JOB_00970,2024-03-10 04:41:00,2024-03-10 04:43:55,2024-03-10 04:59:42,32,29,7413,6343,947.4817619115688,175,User_76,batch,high,4,6
JOB_00971,2024-02-17 18:05:00,2024-02-17 18:09:56,2024-02-17 18:25:18,4,3,23385,21941,922.637608726556,296,User_13,interactive,medium,1,27
JOB_00972,2024-02-24 07:42:00,2024-02-24 07:47:29,2024-02-24 08:06:32,16,14,4103,4019,1143.2911365747977,329,User_44,MPI,medium,8,12
JOB_00973,2024-01-26 18:13:00,2024-01-26 18:18:50,2024-01-26 18:26:51,1,1,7319,6249,481.0603849400992,350,User_39,interactive,medium,1,0
JOB_00974,2024-01-10 03:36:00,2024-01-10 03:44:13,2024-01-10 04:01:01,1,1,14727,12950,1008.7178454424798,493,User_42,batch,medium,1,2
JOB_00975,2024-01-18 16:03:00,2024-01-18 16:04:08,2024-01-18 16:25:17,2,1,19666,18073,1269.0770255292753,68,User_18,batch,medium,4,11
JOB_00976,2024-01-27 23:09:00,2024-01-27 23:17:54,2024-01-27 23:30:06,4,3,9582,9101,732.5368228564887,534,User_21,batch,medium,1,22
JOB_00977,2024-01-21 16:56:00,2024-01-21 17:05:41,2024-01-21 17:21:20,8,7,20399,17863,939.7920832102236,581,User_94,interactive,high,2,0
JOB_00978,2024-02-02 20:21:00,2024-02-02 20:30:56,2024-02-02 20:44:07,32,27,4765,4090,791.0557446440179,596,User_56,batch,high,1,16
JOB_00979,2024-01-17 07:59:00,2024-01-17 08:00:10,2024-01-17 08:15:19,2,1,14905,13829,909.8897643950926,70,User_82,batch,high,1,8
JOB_00980,2024-01-28 12:18:00,2024-01-28 12:24:26,2024-01-28 12:36:51,1,1,17493,17017,745.8354261438299,386,User_63,interactive,medium,1,7
JOB_00981,2024-01-02 06:54:00,2024-01-02 06:59:35,2024-01-02 07:24:07,8,6,16438,14059,1472.0273011110291,335,User_84,batch,medium,8,31
JOB_00982,2024-03-05 10:41:00,2024-03-05 10:48:09,2024-03-05 11:10:19,4,3,31432,28364,1330.599746661856,429,User_41,interactive,medium,2,13
JOB_00983,2024-02-18 14:50:00,2024-02-18 14:59:09,2024-02-18 15:30:34,1,1,31353,29770,1885.2317389704087,549,User_23,batch,medium,4,18
JOB_00984,2024-01-12 12:31:00,2024-01-12 12:37:44,2024-01-12 12:52:34,2,1,15353,13351,890.5212284004502,404,User_91,batch,low,1,4
JOB_00985,2024-01-25 23:14:00,2024-01-25 23:21:07,2024-01-25 23:34:53,4,3,19901,17620,826.3671543258463,427,User_72,interactive,high,2,8
JOB_00986,2024-01-05 03:25:00,2024-01-05 03:31:10,2024-01-05 03:59:33,8,7,30315,28202,1703.2907786866945,370,User_89,batch,medium,2,9
JOB_00987,2024-01-05 23:06:00,2024-01-05 23:15:04,2024-01-05 23:31:56,2,1,17406,17283,1012.5733833014833,544,User_79,interactive,medium,8,3
JOB_00988,2024-02-20 08:49:00,2024-02-20 08:50:14,2024-02-20 09:15:37,2,1,23855,21304,1523.3581973145006,74,User_46,batch,low,4,8
JOB_00989,2024-01-27 14:10:00,2024-01-27 14:11:03,2024-01-27 14:29:24,32,28,9347,8628,1101.813188010828,63,User_29,batch,low,4,2
JOB_00990,2024-03-04 11:31:00,2024-03-04 11:38:15,2024-03-04 11:52:42,4,3,8612,7836,867.5816906297007,435,User_86,MPI,high,1,1
JOB_00991,2024-01-12 11:51:00,2024-01-12 11:58:08,2024-01-12 12:00:52,2,1,1927,1897,164.27751341202867,428,User_76,interactive,high,2,4
JOB_00992,2024-02-28 01:26:00,2024-02-28 01:34:44,2024-02-28 01:44:57,2,1,12672,10907,613.150856173388,524,User_23,interactive,low,2,13
JOB_00993,2024-03-09 12:29:00,2024-03-09 12:38:52,2024-03-09 13:07:06,4,3,22491,21027,1694.8125529345466,592,User_49,batch,medium,8,24
JOB_00994,2024-02-14 16:20:00,2024-02-14 16:23:16,2024-02-14 16:40:10,2,1,26821,26201,1014.3262490363669,196,User_40,interactive,medium,1,6
JOB_00995,2024-01-10 08:06:00,2024-01-10 08:13:02,2024-01-10 08:35:20,1,1,23598,23555,1338.4825788970204,422,User_94,batch,medium,1,10
JOB_00996,2024-01-02 02:47:00,2024-01-02 02:51:35,2024-01-02 03:04:11,4,3,10979,10482,756.5325660495623,275,User_89,batch,medium,2,1
JOB_00997,2024-02-22 06:03:00,2024-02-22 06:10:07,2024-02-22 06:18:22,2,1,3828,3471,495.18290607648873,427,User_38,MPI,low,1,23
JOB_00998,2024-01-26 21:08:00,2024-01-26 21:10:56,2024-01-26 21:28:40,4,3,18634,16989,1064.930035740657,176,User_17,batch,low,1,8
JOB_00999,2024-02-12 17:24:00,2024-02-12 17:27:58,2024-02-12 17:36:04,1,1,2308,2083,486.91011847042944,238,User_23,GPU,low,8,15
JOB_01000,2024-02-13 13:46:00,2024-02-13 13:51:05,2024-02-13 13:57:52,4,3,1713,1611,407.01929572956226,305,User_94,batch,medium,2,15
JOB_01001,2024-02-10 02:13:00,2024-02-10 02:16:07,2024-02-10 02:43:09,2,1,22551,21669,1622.4543248430668,187,User_1,batch,low,8,2
JOB_01002,2024-02-01 00:17:00,2024-02-01 00:23:57,2024-02-01 00:30:23,1,1,5806,5648,386.1641096339316,417,User_90,interactive,high,4,7
JOB_01003,2024-01-17 18:44:00,2024-01-17 18:46:17,2024-01-17 19:15:30,1,1,22289,20338,1753.3241240420798,137,User_74,MPI,medium,1,32
JOB_01004,2024-01-05 16:14:00,2024-01-05 16:19:52,2024-01-05 16:41:25,16,14,30035,28758,1293.7142289324433,352,User_51,interactive,low,2,0
JOB_01005,2024-01-23 23:32:00,2024-01-23 23:34:21,2024-01-23 23:47:39,8,7,5531,5461,798.7860665496223,141,User_99,MPI,medium,1,11
JOB_01006,2024-02-13 11:36:00,2024-02-13 11:42:41,2024-02-13 11:51:40,2,1,3020,2984,539.9849505988392,401,User_73,interactive,medium,8,32
JOB_01007,2024-01-11 09:13:00,2024-01-11 09:19:37,2024-01-11 09:35:28,8,7,21789,20821,951.4439988215752,397,User_5,interactive,high,2,3
JOB_01008,2024-01-06 22:44:00,2024-01-06 22:46:35,2024-01-06 23:19:45,4,3,25088,23721,1990.0190284540429,155,User_24,MPI,low,1,19
JOB_01009,2024-02-06 11:21:00,2024-02-06 11:24:24,2024-02-06 11:53:01,32,30,26709,24832,1717.4009890078814,204,User_78,batch,medium,1,27
JOB_01010,2024-02-14 18:14:00,2024-02-14 18:23:40,2024-02-14 18:52:01,2,1,30545,26802,1701.6841367268964,580,User_41,batch,medium,2,13
JOB_01011,2024-01-07 17:50:00,2024-01-07 17:57:36,2024-01-07 18:13:59,4,3,17837,15492,983.1229107994309,456,User_79,batch,medium,1,2
JOB_01012,2024-02-22 12:31:00,2024-02-22 12:37:56,2024-02-22 12:56:05,1,1,23108,21325,1089.325866084056,416,User_29,GPU,low,1,4
JOB_01013,2024-02-27 07:02:00,2024-02-27 07:06:05,2024-02-27 07:49:20,2,1,29726,25978,2595.5978089148953,245,User_82,MPI,low,4,0
JOB_01014,2024-03-03 11:34:00,2024-03-03 11:37:30,2024-03-03 12:02:30,16,14,21189,19844,1500.6884424356024,210,User_73,batch,medium,4,17
JOB_01015,2024-01-05 21:06:00,2024-01-05 21:12:18,2024-01-05 21:30:07,4,3,26202,24809,1069.2647349922204,378,User_14,interactive,medium,1,18
JOB_01016,2024-01-14 19:27:00,2024-01-14 19:28:58,2024-01-14 19:44:27,2,1,9655,8967,929.4006194063902,118,User_64,MPI,medium,2,10
JOB_01017,2024-01-14 13:55:00,2024-01-14 13:56:09,2024-01-14 14:25:11,1,1,26584,22741,1742.205701059702,69,User_19,batch,low,8,4
JOB_01018,2024-02-21 05:32:00,2024-02-21 05:35:03,2024-02-21 05:50:39,4,3,22876,19642,936.4437153248361,183,User_43,interactive,medium,1,0
JOB_01019,2024-01-28 15:44:00,2024-01-28 15:50:55,2024-01-28 16:35:56,4,3,27518,23858,2701.427106985256,415,User_96,MPI,low,8,13
JOB_01020,2024-01-08 18:04:00,2024-01-08 18:10:45,2024-01-08 18:19:36,2,1,5531,4828,531.7486885866017,405,User_10,batch,medium,1,12
JOB_01021,2024-01-23 14:10:00,2024-01-23 14:14:56,2024-01-23 14:21:45,16,14,1551,1548,409.444170965779,296,User_31,interactive,low,2,24
JOB_01022,2024-01-11 18:45:00,2024-01-11 18:51:32,2024-01-11 19:19:48,1,1,30005,27054,1696.3215950688257,392,User_45,batch,low,2,13
JOB_01023,2024-02-20 19:07:00,2024-02-20 19:08:16,2024-02-20 19:18:51,2,1,4020,3593,635.005738855283,76,User_41,MPI,medium,2,17
JOB_01024,2024-02-07 21:08:00,2024-02-07 21:16:03,2024-02-07 21:28:06,16,15,4491,3852,723.3945116734787,483,User_22,GPU,low,8,13
JOB_01025,2024-02-25 04:31:00,2024-02-25 04:37:23,2024-02-25 05:18:06,2,1,31507,29783,2443.603563518276,383,User_82,MPI,medium,1,9
JOB_01026,2024-02-24 06:15:00,2024-02-24 06:16:22,2024-02-24 06:34:48,2,1,18769,17789,1106.576128598652,82,User_12,batch,high,1,5
JOB_01027,2024-02-26 06:57:00,2024-02-26 07:05:38,2024-02-26 07:39:22,4,3,24225,21228,2024.5025274788707,518,User_91,MPI,medium,2,23
JOB_01028,2024-01-21 13:01:00,2024-01-21 13:09:39,2024-01-21 13:55:27,8,7,31734,31349,2748.283781151381,519,User_86,MPI,low,4,10
JOB_01029,2024-02-17 13:34:00,2024-02-17 13:43:40,2024-02-17 14:00:52,1,1,15796,15323,1032.630685735363,580,User_82,batch,medium,1,5
JOB_01030,2024-02-04 14:56:00,2024-02-04 15:04:00,2024-02-04 15:16:55,16,14,1727,1527,775.618917685611,480,User_94,MPI,medium,4,0
JOB_01031,2024-02-11 00:09:00,2024-02-11 00:16:42,2024-02-11 00:23:23,8,7,1686,1555,401.39308106950205,462,User_43,batch,medium,1,3
JOB_01032,2024-02-10 07:08:00,2024-02-10 07:14:30,2024-02-10 07:30:45,1,1,25964,23854,975.8245283871648,390,User_58,interactive,medium,1,7
JOB_01033,2024-01-28 01:34:00,2024-01-28 01:42:36,2024-01-28 01:54:21,4,3,10138,9147,705.2633767850161,516,User_2,batch,medium,4,3
JOB_01034,2024-02-23 13:39:00,2024-02-23 13:48:02,2024-02-23 13:56:32,2,1,7280,7080,510.8552775571989,542,User_34,batch,medium,1,2
JOB_01035,2024-02-09 00:47:00,2024-02-09 00:56:17,2024-02-09 01:23:47,2,1,29456,25520,1650.9975299450546,557,User_27,batch,low,2,7
JOB_01036,2024-01-28 19:06:00,2024-01-28 19:07:26,2024-01-28 19:14:21,8,6,9391,8567,415.00607174370157,86,User_32,interactive,medium,1,1
JOB_01037,2024-02-21 18:11:00,2024-02-21 18:18:36,2024-02-21 18:36:55,16,15,14484,13241,1099.2325102184623,456,User_89,batch,medium,1,16
JOB_01038,2024-02-26 12:39:00,2024-02-26 12:43:07,2024-02-26 12:48:08,1,1,6321,5817,301.41541358382926,247,User_9,interactive,medium,2,6
JOB_01039,2024-01-06 11:34:00,2024-01-06 11:37:19,2024-01-06 12:03:34,2,1,26535,25983,1575.8892927016059,199,User_45,batch,high,2,8
JOB_01040,2024-02-25 11:45:00,2024-02-25 11:54:40,2024-02-25 12:08:00,2,1,9597,8471,800.5597161177258,580,User_33,batch,low,2,1
JOB_01041,2024-03-08 08:44:00,2024-03-08 08:46:31,2024-03-08 08:57:48,2,1,16606,14371,677.7142792749584,151,User_14,interactive,low,2,3
JOB_01042,2024-01-10 00:46:00,2024-01-10 00:48:16,2024-01-10 00:53:47,2,1,6402,6034,331.5231331275372,136,User_93,interactive,medium,1,5
JOB_01043,2024-03-10 10:13:00,2024-03-10 10:18:03,2024-03-10 10:34:46,1,1,14524,12724,1003.8354082348549,303,User_1,batch,low,2,16
JOB_01044,2024-01-19 21:55:00,2024-01-19 21:57:27,2024-01-19 22:08:50,4,3,1329,1144,683.7450383582502,147,User_7,interactive,low,16,14
JOB_01045,2024-02-26 22:27:00,2024-02-26 22:32:53,2024-02-26 23:12:00,2,1,22905,20935,2347.969474452773,353,User_50,MPI,low,8,2
JOB_01046,2024-01-20 04:59:00,2024-01-20 05:01:34,2024-01-20 05:07:18,1,1,5721,5051,344.1997043861049,154,User_57,interactive,high,1,9
JOB_01047,2024-01-25 02:07:00,2024-01-25 02:12:12,2024-01-25 02:32:40,8,7,19798,17901,1228.5797408222363,312,User_94,batch,low,1,2
JOB_01048,2024-03-01 02:43:00,2024-03-01 02:50:38,2024-03-01 03:23:05,8,7,27803,24715,1947.7343362478139,458,User_54,batch,medium,8,44
